task_type,seed,block,nbr_correct_leaf,nbr_correct_basic,nbr_correct_best,accuracy_leaf,accuracy_basic,accuracy_best,epoch
1,1,1,8,6,7,1.0,0.75,0.875,1
1,1,2,8,8,8,1.0,1.0,1.0,1
1,1,3,8,8,8,1.0,1.0,1.0,1
1,1,4,8,8,8,1.0,1.0,1.0,1
1,1,5,8,8,8,1.0,1.0,1.0,1
1,1,6,8,8,8,1.0,1.0,1.0,1
1,1,7,8,8,8,1.0,1.0,1.0,1
1,1,8,8,8,8,1.0,1.0,1.0,1
1,1,9,8,8,8,1.0,1.0,1.0,1
1,1,10,8,8,8,1.0,1.0,1.0,1
1,1,11,8,8,8,1.0,1.0,1.0,1
1,1,12,8,8,8,1.0,1.0,1.0,1
1,1,13,8,8,8,1.0,1.0,1.0,1
1,1,14,8,8,8,1.0,1.0,1.0,1
1,1,15,8,8,8,1.0,1.0,1.0,1
1,1,16,8,8,8,1.0,1.0,1.0,1
1,1,17,8,8,8,1.0,1.0,1.0,1
1,1,18,8,8,8,1.0,1.0,1.0,1
1,1,19,8,8,8,1.0,1.0,1.0,1
1,1,20,8,8,8,1.0,1.0,1.0,1
1,1,21,8,8,8,1.0,1.0,1.0,1
1,1,22,8,8,8,1.0,1.0,1.0,1
1,1,23,8,8,8,1.0,1.0,1.0,1
1,1,1,8,8,8,1.0,1.0,1.0,2
1,1,2,8,8,8,1.0,1.0,1.0,2
1,1,3,8,8,8,1.0,1.0,1.0,2
1,1,4,8,8,8,1.0,1.0,1.0,2
1,1,5,8,8,8,1.0,1.0,1.0,2
1,1,6,8,8,8,1.0,1.0,1.0,2
1,1,7,8,8,8,1.0,1.0,1.0,2
1,1,8,8,8,8,1.0,1.0,1.0,2
1,1,9,8,8,8,1.0,1.0,1.0,2
1,1,10,8,8,8,1.0,1.0,1.0,2
1,1,11,8,8,8,1.0,1.0,1.0,2
1,1,12,8,8,8,1.0,1.0,1.0,2
1,1,13,8,8,8,1.0,1.0,1.0,2
1,1,14,8,8,8,1.0,1.0,1.0,2
1,1,15,8,8,8,1.0,1.0,1.0,2
1,1,16,8,8,8,1.0,1.0,1.0,2
1,1,17,8,8,8,1.0,1.0,1.0,2
1,1,18,8,8,8,1.0,1.0,1.0,2
1,1,19,8,8,8,1.0,1.0,1.0,2
1,1,20,8,8,8,1.0,1.0,1.0,2
1,1,21,8,8,8,1.0,1.0,1.0,2
1,1,22,8,8,8,1.0,1.0,1.0,2
1,1,23,8,8,8,1.0,1.0,1.0,2
1,1,1,8,8,8,1.0,1.0,1.0,3
1,1,2,8,8,8,1.0,1.0,1.0,3
1,1,3,8,8,8,1.0,1.0,1.0,3
1,1,4,8,8,8,1.0,1.0,1.0,3
1,1,5,8,8,8,1.0,1.0,1.0,3
1,1,6,8,8,8,1.0,1.0,1.0,3
1,1,7,8,8,8,1.0,1.0,1.0,3
1,1,8,8,8,8,1.0,1.0,1.0,3
1,1,9,8,8,8,1.0,1.0,1.0,3
1,1,10,8,8,8,1.0,1.0,1.0,3
1,1,11,8,8,8,1.0,1.0,1.0,3
1,1,12,8,8,8,1.0,1.0,1.0,3
1,1,13,8,8,8,1.0,1.0,1.0,3
1,1,14,8,8,8,1.0,1.0,1.0,3
1,1,15,8,8,8,1.0,1.0,1.0,3
1,1,16,8,8,8,1.0,1.0,1.0,3
1,1,17,8,8,8,1.0,1.0,1.0,3
1,1,18,8,8,8,1.0,1.0,1.0,3
1,1,19,8,8,8,1.0,1.0,1.0,3
1,1,20,8,8,8,1.0,1.0,1.0,3
1,1,21,8,8,8,1.0,1.0,1.0,3
1,1,22,8,8,8,1.0,1.0,1.0,3
1,1,23,8,8,8,1.0,1.0,1.0,3
1,1,1,8,4,4,1.0,0.5,0.5,4
1,1,2,8,8,8,1.0,1.0,1.0,4
1,1,3,8,8,8,1.0,1.0,1.0,4
1,1,4,8,8,8,1.0,1.0,1.0,4
1,1,5,8,8,8,1.0,1.0,1.0,4
1,1,6,8,8,8,1.0,1.0,1.0,4
1,1,7,8,8,8,1.0,1.0,1.0,4
1,1,8,8,8,8,1.0,1.0,1.0,4
1,1,9,8,8,8,1.0,1.0,1.0,4
1,1,10,8,8,8,1.0,1.0,1.0,4
1,1,11,8,8,8,1.0,1.0,1.0,4
1,1,12,8,8,8,1.0,1.0,1.0,4
1,1,13,8,8,8,1.0,1.0,1.0,4
1,1,14,8,8,8,1.0,1.0,1.0,4
1,1,15,8,8,8,1.0,1.0,1.0,4
1,1,16,8,8,8,1.0,1.0,1.0,4
1,1,17,8,8,8,1.0,1.0,1.0,4
1,1,18,8,8,8,1.0,1.0,1.0,4
1,1,19,8,8,8,1.0,1.0,1.0,4
1,1,20,8,8,8,1.0,1.0,1.0,4
1,1,21,8,8,8,1.0,1.0,1.0,4
1,1,22,8,8,8,1.0,1.0,1.0,4
1,1,23,8,8,8,1.0,1.0,1.0,4
1,1,1,8,8,8,1.0,1.0,1.0,5
1,1,2,8,8,8,1.0,1.0,1.0,5
1,1,3,8,8,8,1.0,1.0,1.0,5
1,1,4,8,8,8,1.0,1.0,1.0,5
1,1,5,8,8,8,1.0,1.0,1.0,5
1,1,6,8,8,8,1.0,1.0,1.0,5
1,1,7,8,8,8,1.0,1.0,1.0,5
1,1,8,8,8,8,1.0,1.0,1.0,5
1,1,9,8,8,8,1.0,1.0,1.0,5
1,1,10,8,8,8,1.0,1.0,1.0,5
1,1,11,8,8,8,1.0,1.0,1.0,5
1,1,12,8,8,8,1.0,1.0,1.0,5
1,1,13,8,8,8,1.0,1.0,1.0,5
1,1,14,8,8,8,1.0,1.0,1.0,5
1,1,15,8,8,8,1.0,1.0,1.0,5
1,1,16,8,8,8,1.0,1.0,1.0,5
1,1,17,8,8,8,1.0,1.0,1.0,5
1,1,18,8,8,8,1.0,1.0,1.0,5
1,1,19,8,8,8,1.0,1.0,1.0,5
1,1,20,8,8,8,1.0,1.0,1.0,5
1,1,21,8,8,8,1.0,1.0,1.0,5
1,1,22,8,8,8,1.0,1.0,1.0,5
1,1,23,8,8,8,1.0,1.0,1.0,5
1,32,1,8,8,8,1.0,1.0,1.0,1
1,32,2,8,8,8,1.0,1.0,1.0,1
1,32,3,8,8,8,1.0,1.0,1.0,1
1,32,4,8,8,8,1.0,1.0,1.0,1
1,32,5,8,8,8,1.0,1.0,1.0,1
1,32,6,8,8,8,1.0,1.0,1.0,1
1,32,7,8,8,8,1.0,1.0,1.0,1
1,32,8,8,8,8,1.0,1.0,1.0,1
1,32,9,8,8,8,1.0,1.0,1.0,1
1,32,10,8,8,8,1.0,1.0,1.0,1
1,32,11,8,8,8,1.0,1.0,1.0,1
1,32,12,8,8,8,1.0,1.0,1.0,1
1,32,13,8,8,8,1.0,1.0,1.0,1
1,32,14,8,8,8,1.0,1.0,1.0,1
1,32,15,8,8,8,1.0,1.0,1.0,1
1,32,16,8,8,8,1.0,1.0,1.0,1
1,32,17,8,8,8,1.0,1.0,1.0,1
1,32,18,8,8,8,1.0,1.0,1.0,1
1,32,19,8,8,8,1.0,1.0,1.0,1
1,32,20,8,8,8,1.0,1.0,1.0,1
1,32,21,8,8,8,1.0,1.0,1.0,1
1,32,22,8,8,8,1.0,1.0,1.0,1
1,32,23,8,8,8,1.0,1.0,1.0,1
1,32,1,8,8,8,1.0,1.0,1.0,2
1,32,2,8,8,8,1.0,1.0,1.0,2
1,32,3,8,8,8,1.0,1.0,1.0,2
1,32,4,8,8,8,1.0,1.0,1.0,2
1,32,5,8,8,8,1.0,1.0,1.0,2
1,32,6,8,8,8,1.0,1.0,1.0,2
1,32,7,8,8,8,1.0,1.0,1.0,2
1,32,8,8,8,8,1.0,1.0,1.0,2
1,32,9,8,8,8,1.0,1.0,1.0,2
1,32,10,8,8,8,1.0,1.0,1.0,2
1,32,11,8,8,8,1.0,1.0,1.0,2
1,32,12,8,8,8,1.0,1.0,1.0,2
1,32,13,8,8,8,1.0,1.0,1.0,2
1,32,14,8,8,8,1.0,1.0,1.0,2
1,32,15,8,8,8,1.0,1.0,1.0,2
1,32,16,8,8,8,1.0,1.0,1.0,2
1,32,17,8,8,8,1.0,1.0,1.0,2
1,32,18,8,8,8,1.0,1.0,1.0,2
1,32,19,8,8,8,1.0,1.0,1.0,2
1,32,20,8,8,8,1.0,1.0,1.0,2
1,32,21,8,8,8,1.0,1.0,1.0,2
1,32,22,8,8,8,1.0,1.0,1.0,2
1,32,23,8,8,8,1.0,1.0,1.0,2
1,32,1,8,8,8,1.0,1.0,1.0,3
1,32,2,8,8,8,1.0,1.0,1.0,3
1,32,3,8,8,8,1.0,1.0,1.0,3
1,32,4,8,8,8,1.0,1.0,1.0,3
1,32,5,8,8,8,1.0,1.0,1.0,3
1,32,6,8,8,8,1.0,1.0,1.0,3
1,32,7,8,8,8,1.0,1.0,1.0,3
1,32,8,8,8,8,1.0,1.0,1.0,3
1,32,9,8,8,8,1.0,1.0,1.0,3
1,32,10,8,8,8,1.0,1.0,1.0,3
1,32,11,8,8,8,1.0,1.0,1.0,3
1,32,12,8,8,8,1.0,1.0,1.0,3
1,32,13,8,8,8,1.0,1.0,1.0,3
1,32,14,8,8,8,1.0,1.0,1.0,3
1,32,15,8,8,8,1.0,1.0,1.0,3
1,32,16,8,8,8,1.0,1.0,1.0,3
1,32,17,8,8,8,1.0,1.0,1.0,3
1,32,18,8,8,8,1.0,1.0,1.0,3
1,32,19,8,8,8,1.0,1.0,1.0,3
1,32,20,8,8,8,1.0,1.0,1.0,3
1,32,21,8,8,8,1.0,1.0,1.0,3
1,32,22,8,8,8,1.0,1.0,1.0,3
1,32,23,8,8,8,1.0,1.0,1.0,3
1,32,1,8,7,7,1.0,0.875,0.875,4
1,32,2,8,8,8,1.0,1.0,1.0,4
1,32,3,8,8,8,1.0,1.0,1.0,4
1,32,4,8,8,8,1.0,1.0,1.0,4
1,32,5,8,8,8,1.0,1.0,1.0,4
1,32,6,8,8,8,1.0,1.0,1.0,4
1,32,7,8,8,8,1.0,1.0,1.0,4
1,32,8,8,8,8,1.0,1.0,1.0,4
1,32,9,8,8,8,1.0,1.0,1.0,4
1,32,10,8,8,8,1.0,1.0,1.0,4
1,32,11,8,8,8,1.0,1.0,1.0,4
1,32,12,8,8,8,1.0,1.0,1.0,4
1,32,13,8,8,8,1.0,1.0,1.0,4
1,32,14,8,8,8,1.0,1.0,1.0,4
1,32,15,8,8,8,1.0,1.0,1.0,4
1,32,16,8,8,8,1.0,1.0,1.0,4
1,32,17,8,8,8,1.0,1.0,1.0,4
1,32,18,8,8,8,1.0,1.0,1.0,4
1,32,19,8,8,8,1.0,1.0,1.0,4
1,32,20,8,8,8,1.0,1.0,1.0,4
1,32,21,8,8,8,1.0,1.0,1.0,4
1,32,22,8,8,8,1.0,1.0,1.0,4
1,32,23,8,8,8,1.0,1.0,1.0,4
1,32,1,8,8,8,1.0,1.0,1.0,5
1,32,2,8,8,8,1.0,1.0,1.0,5
1,32,3,8,8,8,1.0,1.0,1.0,5
1,32,4,8,8,8,1.0,1.0,1.0,5
1,32,5,8,8,8,1.0,1.0,1.0,5
1,32,6,8,8,8,1.0,1.0,1.0,5
1,32,7,8,8,8,1.0,1.0,1.0,5
1,32,8,8,8,8,1.0,1.0,1.0,5
1,32,9,8,8,8,1.0,1.0,1.0,5
1,32,10,8,8,8,1.0,1.0,1.0,5
1,32,11,8,8,8,1.0,1.0,1.0,5
1,32,12,8,8,8,1.0,1.0,1.0,5
1,32,13,8,8,8,1.0,1.0,1.0,5
1,32,14,8,8,8,1.0,1.0,1.0,5
1,32,15,8,8,8,1.0,1.0,1.0,5
1,32,16,8,8,8,1.0,1.0,1.0,5
1,32,17,8,8,8,1.0,1.0,1.0,5
1,32,18,8,8,8,1.0,1.0,1.0,5
1,32,19,8,8,8,1.0,1.0,1.0,5
1,32,20,8,8,8,1.0,1.0,1.0,5
1,32,21,8,8,8,1.0,1.0,1.0,5
1,32,22,8,8,8,1.0,1.0,1.0,5
1,32,23,8,8,8,1.0,1.0,1.0,5
1,64,1,8,8,8,1.0,1.0,1.0,1
1,64,2,8,8,8,1.0,1.0,1.0,1
1,64,3,8,8,8,1.0,1.0,1.0,1
1,64,4,8,8,8,1.0,1.0,1.0,1
1,64,5,8,8,8,1.0,1.0,1.0,1
1,64,6,8,8,8,1.0,1.0,1.0,1
1,64,7,8,8,8,1.0,1.0,1.0,1
1,64,8,8,8,8,1.0,1.0,1.0,1
1,64,9,8,8,8,1.0,1.0,1.0,1
1,64,10,8,8,8,1.0,1.0,1.0,1
1,64,11,8,8,8,1.0,1.0,1.0,1
1,64,12,8,8,8,1.0,1.0,1.0,1
1,64,13,8,8,8,1.0,1.0,1.0,1
1,64,14,8,8,8,1.0,1.0,1.0,1
1,64,15,8,8,8,1.0,1.0,1.0,1
1,64,16,8,8,8,1.0,1.0,1.0,1
1,64,17,8,8,8,1.0,1.0,1.0,1
1,64,18,8,8,8,1.0,1.0,1.0,1
1,64,19,8,8,8,1.0,1.0,1.0,1
1,64,20,8,8,8,1.0,1.0,1.0,1
1,64,21,8,8,8,1.0,1.0,1.0,1
1,64,22,8,8,8,1.0,1.0,1.0,1
1,64,23,8,8,8,1.0,1.0,1.0,1
1,64,1,8,8,8,1.0,1.0,1.0,2
1,64,2,8,8,8,1.0,1.0,1.0,2
1,64,3,8,8,8,1.0,1.0,1.0,2
1,64,4,8,8,8,1.0,1.0,1.0,2
1,64,5,8,8,8,1.0,1.0,1.0,2
1,64,6,8,8,8,1.0,1.0,1.0,2
1,64,7,8,8,8,1.0,1.0,1.0,2
1,64,8,8,8,8,1.0,1.0,1.0,2
1,64,9,8,8,8,1.0,1.0,1.0,2
1,64,10,8,8,8,1.0,1.0,1.0,2
1,64,11,8,8,8,1.0,1.0,1.0,2
1,64,12,8,8,8,1.0,1.0,1.0,2
1,64,13,8,8,8,1.0,1.0,1.0,2
1,64,14,8,8,8,1.0,1.0,1.0,2
1,64,15,8,8,8,1.0,1.0,1.0,2
1,64,16,8,8,8,1.0,1.0,1.0,2
1,64,17,8,8,8,1.0,1.0,1.0,2
1,64,18,8,8,8,1.0,1.0,1.0,2
1,64,19,8,8,8,1.0,1.0,1.0,2
1,64,20,8,8,8,1.0,1.0,1.0,2
1,64,21,8,8,8,1.0,1.0,1.0,2
1,64,22,8,8,8,1.0,1.0,1.0,2
1,64,23,8,8,8,1.0,1.0,1.0,2
1,64,1,8,8,8,1.0,1.0,1.0,3
1,64,2,8,8,8,1.0,1.0,1.0,3
1,64,3,8,8,8,1.0,1.0,1.0,3
1,64,4,8,8,8,1.0,1.0,1.0,3
1,64,5,8,8,8,1.0,1.0,1.0,3
1,64,6,8,8,8,1.0,1.0,1.0,3
1,64,7,8,8,8,1.0,1.0,1.0,3
1,64,8,8,8,8,1.0,1.0,1.0,3
1,64,9,8,8,8,1.0,1.0,1.0,3
1,64,10,8,8,8,1.0,1.0,1.0,3
1,64,11,8,8,8,1.0,1.0,1.0,3
1,64,12,8,8,8,1.0,1.0,1.0,3
1,64,13,8,8,8,1.0,1.0,1.0,3
1,64,14,8,8,8,1.0,1.0,1.0,3
1,64,15,8,8,8,1.0,1.0,1.0,3
1,64,16,8,8,8,1.0,1.0,1.0,3
1,64,17,8,8,8,1.0,1.0,1.0,3
1,64,18,8,8,8,1.0,1.0,1.0,3
1,64,19,8,8,8,1.0,1.0,1.0,3
1,64,20,8,8,8,1.0,1.0,1.0,3
1,64,21,8,8,8,1.0,1.0,1.0,3
1,64,22,8,8,8,1.0,1.0,1.0,3
1,64,23,8,8,8,1.0,1.0,1.0,3
1,64,1,8,8,8,1.0,1.0,1.0,4
1,64,2,8,8,8,1.0,1.0,1.0,4
1,64,3,8,8,8,1.0,1.0,1.0,4
1,64,4,8,8,8,1.0,1.0,1.0,4
1,64,5,8,8,8,1.0,1.0,1.0,4
1,64,6,8,8,8,1.0,1.0,1.0,4
1,64,7,8,8,8,1.0,1.0,1.0,4
1,64,8,8,8,8,1.0,1.0,1.0,4
1,64,9,8,8,8,1.0,1.0,1.0,4
1,64,10,8,8,8,1.0,1.0,1.0,4
1,64,11,8,8,8,1.0,1.0,1.0,4
1,64,12,8,8,8,1.0,1.0,1.0,4
1,64,13,8,8,8,1.0,1.0,1.0,4
1,64,14,8,8,8,1.0,1.0,1.0,4
1,64,15,8,8,8,1.0,1.0,1.0,4
1,64,16,8,8,8,1.0,1.0,1.0,4
1,64,17,8,8,8,1.0,1.0,1.0,4
1,64,18,8,8,8,1.0,1.0,1.0,4
1,64,19,8,8,8,1.0,1.0,1.0,4
1,64,20,8,8,8,1.0,1.0,1.0,4
1,64,21,8,8,8,1.0,1.0,1.0,4
1,64,22,8,8,8,1.0,1.0,1.0,4
1,64,23,8,8,8,1.0,1.0,1.0,4
1,64,1,8,8,8,1.0,1.0,1.0,5
1,64,2,8,8,8,1.0,1.0,1.0,5
1,64,3,8,8,8,1.0,1.0,1.0,5
1,64,4,8,8,8,1.0,1.0,1.0,5
1,64,5,8,8,8,1.0,1.0,1.0,5
1,64,6,8,8,8,1.0,1.0,1.0,5
1,64,7,8,8,8,1.0,1.0,1.0,5
1,64,8,8,8,8,1.0,1.0,1.0,5
1,64,9,8,8,8,1.0,1.0,1.0,5
1,64,10,8,8,8,1.0,1.0,1.0,5
1,64,11,8,8,8,1.0,1.0,1.0,5
1,64,12,8,8,8,1.0,1.0,1.0,5
1,64,13,8,8,8,1.0,1.0,1.0,5
1,64,14,8,8,8,1.0,1.0,1.0,5
1,64,15,8,8,8,1.0,1.0,1.0,5
1,64,16,8,8,8,1.0,1.0,1.0,5
1,64,17,8,8,8,1.0,1.0,1.0,5
1,64,18,8,8,8,1.0,1.0,1.0,5
1,64,19,8,8,8,1.0,1.0,1.0,5
1,64,20,8,8,8,1.0,1.0,1.0,5
1,64,21,8,8,8,1.0,1.0,1.0,5
1,64,22,8,8,8,1.0,1.0,1.0,5
1,64,23,8,8,8,1.0,1.0,1.0,5
1,128,1,8,8,8,1.0,1.0,1.0,1
1,128,2,8,8,8,1.0,1.0,1.0,1
1,128,3,8,8,8,1.0,1.0,1.0,1
1,128,4,8,8,8,1.0,1.0,1.0,1
1,128,5,8,8,8,1.0,1.0,1.0,1
1,128,6,8,8,8,1.0,1.0,1.0,1
1,128,7,8,8,8,1.0,1.0,1.0,1
1,128,8,8,8,8,1.0,1.0,1.0,1
1,128,9,8,8,8,1.0,1.0,1.0,1
1,128,10,8,8,8,1.0,1.0,1.0,1
1,128,11,8,8,8,1.0,1.0,1.0,1
1,128,12,8,8,8,1.0,1.0,1.0,1
1,128,13,8,8,8,1.0,1.0,1.0,1
1,128,14,8,8,8,1.0,1.0,1.0,1
1,128,15,8,8,8,1.0,1.0,1.0,1
1,128,16,8,8,8,1.0,1.0,1.0,1
1,128,17,8,8,8,1.0,1.0,1.0,1
1,128,18,8,8,8,1.0,1.0,1.0,1
1,128,19,8,8,8,1.0,1.0,1.0,1
1,128,20,8,8,8,1.0,1.0,1.0,1
1,128,21,8,8,8,1.0,1.0,1.0,1
1,128,22,8,8,8,1.0,1.0,1.0,1
1,128,23,8,8,8,1.0,1.0,1.0,1
1,128,1,8,8,8,1.0,1.0,1.0,2
1,128,2,8,8,8,1.0,1.0,1.0,2
1,128,3,8,8,8,1.0,1.0,1.0,2
1,128,4,8,8,8,1.0,1.0,1.0,2
1,128,5,8,8,8,1.0,1.0,1.0,2
1,128,6,8,8,8,1.0,1.0,1.0,2
1,128,7,8,8,8,1.0,1.0,1.0,2
1,128,8,8,8,8,1.0,1.0,1.0,2
1,128,9,8,8,8,1.0,1.0,1.0,2
1,128,10,8,8,8,1.0,1.0,1.0,2
1,128,11,8,8,8,1.0,1.0,1.0,2
1,128,12,8,8,8,1.0,1.0,1.0,2
1,128,13,8,8,8,1.0,1.0,1.0,2
1,128,14,8,8,8,1.0,1.0,1.0,2
1,128,15,8,8,8,1.0,1.0,1.0,2
1,128,16,8,8,8,1.0,1.0,1.0,2
1,128,17,8,8,8,1.0,1.0,1.0,2
1,128,18,8,8,8,1.0,1.0,1.0,2
1,128,19,8,8,8,1.0,1.0,1.0,2
1,128,20,8,8,8,1.0,1.0,1.0,2
1,128,21,8,8,8,1.0,1.0,1.0,2
1,128,22,8,8,8,1.0,1.0,1.0,2
1,128,23,8,8,8,1.0,1.0,1.0,2
1,128,1,8,8,8,1.0,1.0,1.0,3
1,128,2,8,8,8,1.0,1.0,1.0,3
1,128,3,8,8,8,1.0,1.0,1.0,3
1,128,4,8,8,8,1.0,1.0,1.0,3
1,128,5,8,8,8,1.0,1.0,1.0,3
1,128,6,8,8,8,1.0,1.0,1.0,3
1,128,7,8,8,8,1.0,1.0,1.0,3
1,128,8,8,8,8,1.0,1.0,1.0,3
1,128,9,8,8,8,1.0,1.0,1.0,3
1,128,10,8,8,8,1.0,1.0,1.0,3
1,128,11,8,8,8,1.0,1.0,1.0,3
1,128,12,8,8,8,1.0,1.0,1.0,3
1,128,13,8,8,8,1.0,1.0,1.0,3
1,128,14,8,8,8,1.0,1.0,1.0,3
1,128,15,8,8,8,1.0,1.0,1.0,3
1,128,16,8,8,8,1.0,1.0,1.0,3
1,128,17,8,8,8,1.0,1.0,1.0,3
1,128,18,8,8,8,1.0,1.0,1.0,3
1,128,19,8,8,8,1.0,1.0,1.0,3
1,128,20,8,8,8,1.0,1.0,1.0,3
1,128,21,8,8,8,1.0,1.0,1.0,3
1,128,22,8,8,8,1.0,1.0,1.0,3
1,128,23,8,8,8,1.0,1.0,1.0,3
1,128,1,8,8,8,1.0,1.0,1.0,4
1,128,2,8,8,8,1.0,1.0,1.0,4
1,128,3,8,8,8,1.0,1.0,1.0,4
1,128,4,8,8,8,1.0,1.0,1.0,4
1,128,5,8,8,8,1.0,1.0,1.0,4
1,128,6,8,8,8,1.0,1.0,1.0,4
1,128,7,8,8,8,1.0,1.0,1.0,4
1,128,8,8,8,8,1.0,1.0,1.0,4
1,128,9,8,8,8,1.0,1.0,1.0,4
1,128,10,8,8,8,1.0,1.0,1.0,4
1,128,11,8,8,8,1.0,1.0,1.0,4
1,128,12,8,8,8,1.0,1.0,1.0,4
1,128,13,8,8,8,1.0,1.0,1.0,4
1,128,14,8,8,8,1.0,1.0,1.0,4
1,128,15,8,8,8,1.0,1.0,1.0,4
1,128,16,8,8,8,1.0,1.0,1.0,4
1,128,17,8,8,8,1.0,1.0,1.0,4
1,128,18,8,8,8,1.0,1.0,1.0,4
1,128,19,8,8,8,1.0,1.0,1.0,4
1,128,20,8,8,8,1.0,1.0,1.0,4
1,128,21,8,8,8,1.0,1.0,1.0,4
1,128,22,8,8,8,1.0,1.0,1.0,4
1,128,23,8,8,8,1.0,1.0,1.0,4
1,128,1,8,8,8,1.0,1.0,1.0,5
1,128,2,8,8,8,1.0,1.0,1.0,5
1,128,3,8,8,8,1.0,1.0,1.0,5
1,128,4,8,8,8,1.0,1.0,1.0,5
1,128,5,8,8,8,1.0,1.0,1.0,5
1,128,6,8,8,8,1.0,1.0,1.0,5
1,128,7,8,8,8,1.0,1.0,1.0,5
1,128,8,8,8,8,1.0,1.0,1.0,5
1,128,9,8,8,8,1.0,1.0,1.0,5
1,128,10,8,8,8,1.0,1.0,1.0,5
1,128,11,8,8,8,1.0,1.0,1.0,5
1,128,12,8,8,8,1.0,1.0,1.0,5
1,128,13,8,8,8,1.0,1.0,1.0,5
1,128,14,8,8,8,1.0,1.0,1.0,5
1,128,15,8,8,8,1.0,1.0,1.0,5
1,128,16,8,8,8,1.0,1.0,1.0,5
1,128,17,8,8,8,1.0,1.0,1.0,5
1,128,18,8,8,8,1.0,1.0,1.0,5
1,128,19,8,8,8,1.0,1.0,1.0,5
1,128,20,8,8,8,1.0,1.0,1.0,5
1,128,21,8,8,8,1.0,1.0,1.0,5
1,128,22,8,8,8,1.0,1.0,1.0,5
1,128,23,8,8,8,1.0,1.0,1.0,5
1,256,1,8,8,8,1.0,1.0,1.0,1
1,256,2,8,8,8,1.0,1.0,1.0,1
1,256,3,8,8,8,1.0,1.0,1.0,1
1,256,4,8,8,8,1.0,1.0,1.0,1
1,256,5,8,8,8,1.0,1.0,1.0,1
1,256,6,8,8,8,1.0,1.0,1.0,1
1,256,7,8,8,8,1.0,1.0,1.0,1
1,256,8,8,8,8,1.0,1.0,1.0,1
1,256,9,8,8,8,1.0,1.0,1.0,1
1,256,10,8,8,8,1.0,1.0,1.0,1
1,256,11,8,8,8,1.0,1.0,1.0,1
1,256,12,8,8,8,1.0,1.0,1.0,1
1,256,13,8,8,8,1.0,1.0,1.0,1
1,256,14,8,8,8,1.0,1.0,1.0,1
1,256,15,8,8,8,1.0,1.0,1.0,1
1,256,16,8,8,8,1.0,1.0,1.0,1
1,256,17,8,8,8,1.0,1.0,1.0,1
1,256,18,8,8,8,1.0,1.0,1.0,1
1,256,19,8,8,8,1.0,1.0,1.0,1
1,256,20,8,8,8,1.0,1.0,1.0,1
1,256,21,8,8,8,1.0,1.0,1.0,1
1,256,22,8,8,8,1.0,1.0,1.0,1
1,256,23,8,8,8,1.0,1.0,1.0,1
1,256,1,8,8,8,1.0,1.0,1.0,2
1,256,2,8,8,8,1.0,1.0,1.0,2
1,256,3,8,8,8,1.0,1.0,1.0,2
1,256,4,8,8,8,1.0,1.0,1.0,2
1,256,5,8,8,8,1.0,1.0,1.0,2
1,256,6,8,8,8,1.0,1.0,1.0,2
1,256,7,8,8,8,1.0,1.0,1.0,2
1,256,8,8,8,8,1.0,1.0,1.0,2
1,256,9,8,8,8,1.0,1.0,1.0,2
1,256,10,8,8,8,1.0,1.0,1.0,2
1,256,11,8,8,8,1.0,1.0,1.0,2
1,256,12,8,8,8,1.0,1.0,1.0,2
1,256,13,8,8,8,1.0,1.0,1.0,2
1,256,14,8,8,8,1.0,1.0,1.0,2
1,256,15,8,8,8,1.0,1.0,1.0,2
1,256,16,8,8,8,1.0,1.0,1.0,2
1,256,17,8,8,8,1.0,1.0,1.0,2
1,256,18,8,8,8,1.0,1.0,1.0,2
1,256,19,8,8,8,1.0,1.0,1.0,2
1,256,20,8,8,8,1.0,1.0,1.0,2
1,256,21,8,8,8,1.0,1.0,1.0,2
1,256,22,8,8,8,1.0,1.0,1.0,2
1,256,23,8,8,8,1.0,1.0,1.0,2
1,256,1,8,6,6,1.0,0.75,0.75,3
1,256,2,8,8,8,1.0,1.0,1.0,3
1,256,3,8,8,8,1.0,1.0,1.0,3
1,256,4,8,8,8,1.0,1.0,1.0,3
1,256,5,8,8,8,1.0,1.0,1.0,3
1,256,6,8,8,8,1.0,1.0,1.0,3
1,256,7,8,8,8,1.0,1.0,1.0,3
1,256,8,8,8,8,1.0,1.0,1.0,3
1,256,9,8,8,8,1.0,1.0,1.0,3
1,256,10,8,8,8,1.0,1.0,1.0,3
1,256,11,8,8,8,1.0,1.0,1.0,3
1,256,12,8,8,8,1.0,1.0,1.0,3
1,256,13,8,8,8,1.0,1.0,1.0,3
1,256,14,8,8,8,1.0,1.0,1.0,3
1,256,15,8,8,8,1.0,1.0,1.0,3
1,256,16,8,8,8,1.0,1.0,1.0,3
1,256,17,8,8,8,1.0,1.0,1.0,3
1,256,18,8,8,8,1.0,1.0,1.0,3
1,256,19,8,8,8,1.0,1.0,1.0,3
1,256,20,8,8,8,1.0,1.0,1.0,3
1,256,21,8,8,8,1.0,1.0,1.0,3
1,256,22,8,8,8,1.0,1.0,1.0,3
1,256,23,8,8,8,1.0,1.0,1.0,3
1,256,1,8,8,8,1.0,1.0,1.0,4
1,256,2,8,8,8,1.0,1.0,1.0,4
1,256,3,8,8,8,1.0,1.0,1.0,4
1,256,4,8,8,8,1.0,1.0,1.0,4
1,256,5,8,8,8,1.0,1.0,1.0,4
1,256,6,8,8,8,1.0,1.0,1.0,4
